name;hash;reboot_date;reboot_time;ip;or_port;fast;running;stable;v2dir;valid;exit;guard;hsdir;badexit;staledesc;authority
Athekiu;SN6DL0vmlVs/Px8GAxDzv9enkD4;2022-08-06;00:04:29;95.18.242.110;9001;True;True;True;True;True;False;False;True;False;False;False
MaxRelay1;SOOtCwG6UGYTprk7G8h9G0a59no;2022-08-06;07:03:11;129.146.193.200;443;True;True;True;True;True;False;True;True;False;False;False
degganet;SOdMMQEufvt2/JWcJgYbBr0edOU;2022-08-06;08:15:10;96.67.86.203;443;True;True;True;True;True;False;False;False;False;False;False
Unnamed;SOhIAHa8Jn/cQYJqqF2CLpriPnk;2022-08-06;01:07:34;87.142.99.111;9001;True;True;False;True;True;False;False;False;False;False;False
VZFFNRMO;SQbN7NqlthR7whyrpkw8Qmc+2wk;2022-08-05;19:28:42;185.65.241.80;9001;True;True;False;True;True;False;False;False;False;False;False
Unnamed;SRf9RQ8GGktlDfWSWZO5D9LlUVY;2022-08-06;08:23:28;159.100.254.121;9001;True;True;False;True;True;False;False;False;False;False;False
Unnamed;ST4wZ+0qtUM+Kds4eXUB5dzPyz8;2022-08-06;08:32:03;45.89.124.247;55464;False;True;True;True;True;False;False;False;False;False;False
configwaseditted;SUWIJ0eegsohirGvtLcdKuJBcHM;2022-08-05;18:56:18;14.200.177.98;9901;True;True;True;True;True;False;False;True;False;False;False
andr788k;SVS1GvDLraCOS8OJ3x4+QZU1Flo;2022-08-05;22:58:42;209.141.55.26;9001;True;True;True;True;True;True;True;True;False;False;False
vaN1ph03;SVn/wkTEtOv5veiDKFg0WgizDyA;2022-08-06;01:29:11;88.214.35.87;443;True;True;True;True;True;False;True;True;False;False;False
AnotherTorRelay;SVtJaGfIS7ySM4MB2SSFDyJuddo;2022-08-06;02:51:10;5.135.162.49;9001;True;True;False;True;True;False;False;False;False;False;False
Alibi;SV8HyuzvcpkHwwax77AJTe/RO1w;2022-08-05;23:44:17;185.56.88.136;9001;True;True;True;True;True;False;False;False;False;False;False
Reichsfunkmast3;SXf5fZZoHvdHRBY5xLSnym/70TI;2022-08-05;18:25:20;5.2.67.139;443;True;True;True;True;True;True;True;True;False;False;False
ColinCogleEU;SYzdO/neWaVnjoSI/qRQ4YdiQqU;2022-08-06;05:31:33;51.159.186.85;9001;True;True;True;True;True;False;True;False;False;False;False
DFRI15;SY86AtxVwhOs1+q9JeCMYUbXX1I;2022-08-06;01:33:19;171.25.193.77;443;True;True;False;True;True;True;False;False;False;False;False
HellGuard;SZ+gFDMyBJEhYiWAH+BYnCULTW0;2022-08-05;22:44:26;94.134.41.24;9001;True;True;True;True;True;False;True;False;False;False;False
Nicodeamuz;SbTrjoF+XxtZQHSaJhCvD5lQyAk;2022-08-06;01:33:37;216.197.76.237;9001;True;True;True;True;True;False;False;False;False;False;False
EO;SbihUAa8vHG8Mk550JNkCCDzDD8;2022-08-05;15:23:58;23.129.64.189;443;True;True;True;True;True;False;False;True;False;False;False
kleinbach;SbxzASUPbYe81nbfya8iBI+W9Zk;2022-08-06;01:51:11;91.213.233.60;443;True;True;True;True;True;False;True;True;False;False;False
PanCakeNode1;Sb8f3DH08qh8rnS0R64D+o/iOmA;2022-08-05;23:09:27;95.88.224.170;9001;False;True;True;True;True;False;False;False;False;False;False
ARelOnVult;ScQdWT7hG9/NRMNeRzwgv+WBA0g;2022-08-06;03:33:31;149.28.136.195;9001;True;True;False;False;True;False;False;False;False;False;False
AnonymousLibrary;SdE7NInmhWRBwrV5klqHLejBKgI;2022-08-06;08:29:12;107.152.33.102;8007;True;True;False;True;True;False;False;False;False;False;False
BlickWinkel;SdwiKnSUrvjn2/LjyqvyNQTHe2Q;2022-08-05;23:42:45;45.142.232.203;443;True;True;False;True;True;False;False;False;False;False;False
who7USicebeer04;SeEE55VeVXUpkur6L2Wog66H7xs;2022-08-06;00:25:16;142.54.190.250;8086;True;True;False;True;True;False;False;False;False;False;False
Unnamed;SeGcNwUFstlRlfN8Qwxbsb7Zt1Y;2022-08-06;01:21:56;193.142.146.187;27551;False;True;True;True;True;False;False;False;False;False;False
BM01;SeX7lXBF/dyMUyVc62umU+Hpql0;2022-08-06;06:21:57;185.239.222.240;443;True;True;True;True;True;False;True;False;False;False;False
gslinx5S0zynC;SfkG+gXard3KZ3tsS6GWyqEELpA;2022-08-05;22:20:39;101.3.121.242;9001;True;True;True;True;True;True;False;False;False;False;False
Unnamed;SgeL09m1wORbVnl36vYWDcogAVA;2022-08-05;23:38:55;46.208.236.188;9001;False;True;True;True;True;False;False;False;False;False;False
artikel10buc13;Sgj5eIUrPMXbMlUop3t15GuoKWA;2022-08-06;06:11:15;185.100.85.22;8443;True;True;True;True;True;True;True;True;False;False;False
yoshihisa;Sg5U5pNDt89hOMEYhDzoYOhRH3g;2022-08-06;00:09:28;141.255.165.102;443;True;True;True;True;True;False;True;False;False;False;False
ForPrivacyNET;ShacChTkH2R9AJ7EnSij0RYp2vA;2022-08-05;22:43:41;185.220.101.44;10044;True;True;False;True;True;True;False;False;False;False;False
prsv;SimsW2W3pyaIsNj7C0GiiUUFbAA;2022-08-05;19:06:33;198.244.220.102;9100;True;True;True;True;True;False;True;False;False;False;False
Unnamed;Sja0GJYSCDPprkspmaRF2TR7c0Q;2022-08-06;00:10:07;51.159.35.73;9001;True;True;True;False;True;False;False;False;False;False;False
tormachine;SjuHTwGH8s8No8j3YGOwcPn3oU8;2022-08-05;22:26:40;87.118.116.12;443;True;True;True;True;True;True;True;True;False;False;False
dr262;SkMp3rxhlR9GYyBJklPCKXNUpMA;2022-08-06;07:10:26;85.208.97.36;9000;True;True;True;True;True;False;True;True;False;False;False
netzwerkspaB;Sk77PpNHGJtquUU4RGksyh9GpMc;2022-08-05;18:26:15;135.148.100.84;443;True;True;True;True;True;False;True;False;False;False;False
artikel10ber61;SlMapxKj3wqQ60JxHuvpC2kYs3o;2022-08-06;06:11:11;185.220.101.31;8443;True;True;True;True;True;True;False;True;False;False;False
Labell;Sln9NkLE2fRqjZFqybxkOQvLxq4;2022-08-05;17:04:11;51.178.81.25;9001;True;True;True;True;True;False;True;False;False;False;False
lunabase26;SluN0F/Ab17no1h0dqAPXM0Q0oA;2022-08-06;05:35:24;185.67.45.76;9001;True;True;True;True;True;False;True;True;False;False;False
interestingnickname;Sl6KDfzu4BIbJGR+vWPpFfAXc4E;2022-08-05;14:35:58;130.61.57.96;443;True;True;False;True;True;False;False;False;False;True;False
AndrewRyan;SmkBD/NoMNaUnKRFaXToWF6SD0o;2022-08-06;02:55:29;212.227.73.216;1503;True;True;True;True;True;False;True;False;False;False;False
Unnamed;Smn5ImthE7BoHVyTu9YNX8y+SBc;2022-08-06;02:13:12;78.35.202.141;587;True;True;False;True;True;False;False;False;False;False;False
spechttor3;SnJJK6zngVVU5F9Kua8F1UkTbY8;2022-08-05;22:49:47;185.15.246.243;143;True;True;True;True;True;False;True;True;False;False;False
clicker2;SnzDJCQQv0GFzvsogjmI+CGG0nQ;2022-08-05;21:23:42;94.16.116.137;443;True;True;False;True;True;False;False;False;False;False;False
Sasageyo;SplrAXNtFkbnKmAButCPJgfMJJQ;2022-08-05;18:35:24;82.165.2.144;443;True;True;False;True;True;False;False;False;False;False;False
lz53;Sp1h6OOdyDjVTEi5JeKF4Z7GUJc;2022-08-06;01:11:09;173.77.121.34;18585;False;True;True;True;True;False;False;False;False;False;False
Ymir;SqADVgTfQOW6INvojvbRFDJCG/o;2022-08-06;03:36:10;45.154.255.140;9001;True;True;True;True;True;True;True;True;False;False;False
Unnamed;Sr3V+VT7xiFiK5vY7zHtYOtlQIs;2022-08-06;00:31:03;90.110.218.188;9004;True;True;False;True;True;False;False;False;False;False;False
Stellvia;SsTxIMEZxyNWvJwzvxTibSvwUtQ;2022-08-05;19:01:24;37.123.163.58;443;True;True;True;True;True;True;True;True;False;False;False
RonnyH182TorServer;Ssv50daf1LZVdeEXvLKWrkePM8c;2022-08-06;01:36:25;79.215.162.77;9001;True;True;True;True;True;False;True;False;False;False;False
tirz;SviRYD97vcCFf8rOujOGzfDmGe4;2022-08-05;15:18:46;51.159.188.211;443;True;True;True;True;True;False;True;False;False;False;False
Unnamed;SwqqR9kcWJLvLlw96dzIaNFmNas;2022-08-06;07:14:59;129.159.97.125;443;True;True;True;False;True;False;False;False;False;False;False
birnenpfeffimitzimt;SxcEdtCUWTKEOPPmjtGVFsn3WoA;2022-08-05;15:44:54;212.21.66.6;443;True;True;True;True;True;True;True;True;False;False;False
ZXSpectrum;SxcwJUFjNG9DTeGFu6UbYtkHT8Q;2022-08-06;07:01:32;93.95.88.13;9001;True;True;True;True;True;False;True;True;False;False;False
neurosuse;Sx6gmDeaiut3debgIJQLMJm1vnA;2022-08-05;15:21:56;159.69.27.103;9001;True;True;True;True;True;False;True;False;False;False;False
sgtor1;SyLEpW+AXJfS99dvCO2mlO7/wQ0;2022-08-05;18:47:23;198.98.57.55;443;True;True;False;True;True;False;False;False;False;False;False
tubealloys;S1gvP0u03lbXco3rIqolU1CHD5g;2022-08-06;04:59:42;213.144.142.24;9001;True;True;True;True;True;False;False;True;False;False;False
amersufi01;S19If4k9a3dkbPgYWwtmowKsKmU;2022-08-05;16:13:20;5.196.95.34;9001;True;True;False;True;True;True;False;False;False;False;False
TORion;S2jQ5Tku1vNGmjeIBjE1OpZVhjE;2022-08-05;19:06:06;192.99.34.48;443;True;True;True;True;True;False;True;True;False;False;False
tagliafista;S4G8Hj1ZNHJ4AZwOfneeP1ovAXg;2022-08-06;04:34:15;129.226.35.38;9001;True;True;True;True;True;False;True;False;False;False;False
yyzz2;S5X5PNsW8SlvShMzeFwV8u2tg+A;2022-08-06;08:18:48;192.9.236.179;3389;True;True;True;True;True;False;True;True;False;False;False
Hydra15;S6PBKwc7fj95d8Rq82OGhbuJST8;2022-08-05;19:59:40;104.244.73.85;9001;True;True;True;True;True;True;True;True;False;False;False
artikel10ber82;S6ah5yTR1/8dGHF+UuF4LRMlRWM;2022-08-06;06:15:58;185.220.101.232;9443;True;True;True;True;True;False;False;True;False;False;False
HexenRelay;S8IDa+oz85cjKRKF02qjwa9Dbes;2022-08-06;06:51:22;217.160.191.62;9001;True;True;False;True;True;False;False;False;False;False;False
artikel10ber87;S9tOklUMLiz/p34qc6nAShv0lyM;2022-08-06;06:12:46;185.220.101.235;8443;True;True;True;True;True;False;True;True;False;False;False
Freya;S+RBpvdd6lxzjJFlVBjT+YRbIUM;2022-08-06;07:08:55;94.102.56.9;9003;True;True;True;True;True;True;True;True;False;False;False
georgector;S+1o356vbBEdh3jhnMmsev7E/AI;2022-08-05;21:28:11;79.79.233.197;9001;True;True;False;True;True;False;False;False;False;False;False
rinderwahnRelay33L;S/PSmbxQDDUIaPB4dJKRx2bHqm8;2022-08-05;19:13:26;139.99.238.17;443;True;True;True;True;True;False;True;False;False;False;False
karotte;S/ycYxqT/0ujqoS8aTG0MQw4omM;2022-08-06;00:30:42;109.70.100.4;443;True;True;True;True;True;True;True;True;False;False;False
yunmensrelay;TBzpxdPY8h5zVC/w6HMSLeLa4T4;2022-08-05;17:16:23;203.51.27.108;9001;False;True;True;True;True;False;False;False;False;False;False
dc6jgk12d;TCVUK3ZJ/ARy7b93Uh6lePmvUVU;2022-08-06;06:35:08;163.172.182.26;444;True;True;True;True;True;False;True;False;False;False;False
ProEscort;TCxisIKEExWcvQdlAcfYO9CJmJM;2022-08-06;00:28:11;192.34.58.232;9004;True;True;True;True;True;False;False;True;False;False;False
An0n1m4t0R;TDDawvdgK99JxHJ892CsejYP9Uc;2022-08-05;22:31:16;88.10.197.52;9001;True;True;False;True;True;False;False;False;False;False;False
MLaBnetTOREXIT02;TD70sMFy8MEokVZuJ28W19wH0Ek;2022-08-06;06:06:30;87.237.165.31;443;True;True;False;True;True;True;False;False;False;False;False
LibertasCH1;TEMNfzU/50+wGKBbOEKn4WcbukU;2022-08-06;07:11:58;178.39.28.216;9001;True;True;True;True;True;False;True;True;False;False;False
e472ff4cf44d;TILh1YftfyEfm78HSDT1enEs7KE;2022-08-05;18:54:56;150.136.62.109;443;True;True;True;True;True;False;True;True;False;False;False
atlien;TJ9xfz0m0eVrHNZ050rUsuwe7Gc;2022-08-06;08:32:06;23.94.203.131;443;True;True;False;True;True;False;False;False;False;False;False
CodePoet76;TKeCzgCtvN25PeP8rPhERTU9d3I;2022-08-06;03:01:35;50.53.115.151;9001;False;True;True;True;True;False;False;False;False;False;False
Unnamed;TNPnfUgbXYAltlVAsoLS9lLMJ64;2022-08-05;20:06:38;167.114.129.27;9001;True;True;True;True;True;False;False;False;False;False;False
Nextlevel;TN2h6KcRIqy6CeH8BLhb2ynZl8g;2022-08-06;05:57:17;192.236.147.243;9001;True;True;True;True;True;False;False;False;False;False;False
Quetzalcoatl;TOQiRG1DsKIfD5yhRtkHVYNAIQI;2022-08-05;21:17:16;104.244.74.211;9100;True;True;True;True;True;True;True;True;False;False;False
bauruine;TObYP/qK0kdnAH6Mly83HyRo8Jo;2022-08-06;01:32:48;185.32.222.237;8443;True;True;True;True;True;False;True;True;False;False;False
QOnan;TOr85YQcDa4wFktPWUUvf02Bimc;2022-08-06;03:39:32;185.183.194.90;443;True;True;True;True;True;False;True;True;False;False;False
relayon1138;TO6wzpD/cMtUzuN+r84XZmEjFRI;2022-08-06;05:06:38;185.220.101.138;11138;True;True;True;True;True;True;False;True;False;False;False
TheOneAndOnly;TPJpJBUa88e5puCFdJbUWFGM1U0;2022-08-06;01:41:13;5.150.239.61;443;True;True;True;True;True;False;False;True;False;False;False
quester;TP5l4W2+nZ7Qz/vZvu7k6uUM0z8;2022-08-05;20:37:13;91.236.116.87;443;True;True;True;True;True;False;True;False;False;False;False
SpaceJam;TQLSfIjhvucm08RMe9eEPA6SrbI;2022-08-06;05:09:10;139.162.245.120;9001;True;True;True;True;True;False;False;True;False;False;False
freiheit;TQxvwcenmsrtkMExv2VD2xkgQek;2022-08-06;02:47:46;185.225.68.13;443;True;True;True;True;True;True;True;True;False;False;False
artikel5ev8;TQ30aNyBb4CWcCwtosb9Z1Yfgcg;2022-08-05;15:04:58;46.232.251.191;443;True;True;True;True;True;True;True;True;False;False;False
honeycomb;TReT1CP9sZaOqnRV68BwoOSLM+0;2022-08-05;18:01:07;104.168.205.106;443;True;True;True;False;True;False;False;False;False;False;False
i2pdPower;TSTM3GTVX7Zm5Z8P5LUesYhTmys;2022-08-05;18:37:21;185.100.87.229;868;True;True;True;False;True;False;False;False;False;False;False
carrymethrough;TTo+P5jOrvLiWpV1dBkMHqan99E;2022-08-06;02:00:47;58.185.69.245;5443;True;True;True;True;True;False;True;True;False;False;False
Tun;TUyCzZ6Kq8s03IsNQ/ETgzgpM5I;2022-08-06;02:17:26;14.248.66.148;9001;True;True;False;True;True;False;False;False;False;False;False
arbitraryTessa1;TXDwXdMIoupbZx5ECHm/rayShg8;2022-08-06;04:24:48;95.217.112.245;80;True;True;True;True;True;False;True;True;False;False;False
SockMaster01;TXdBgwzDN0I/CpRG1lfXRTOS0KQ;2022-08-06;02:28:14;80.240.115.66;443;True;True;False;True;True;False;False;False;False;False;False
pirut;TXjFShRZEcZ8kAP+XVMUcmyvlCY;2022-08-05;15:59:48;172.106.19.126;443;True;True;True;True;True;False;True;True;False;False;False
themossyboulderspa;TXkWlji12vghswYkcl/TQY+FCt4;2022-08-05;16:34:25;45.114.130.4;443;False;True;True;True;True;True;False;False;False;False;False
Unnamed;TX4rpN601w4WoThi5vk4PnwUQsY;2022-08-05;23:25:16;146.70.124.119;9001;True;True;False;True;True;False;False;False;False;False;False
SixFootHotLook;TY3jlcSnk0Vkap79wFokHAPAR2c;2022-08-06;06:56:39;178.249.211.100;54993;True;True;True;True;True;False;True;True;False;False;False
Thunder;TaFu1OPfwfxNTHsSZSbErHtq2Ys;2022-08-05;17:52:09;45.77.160.51;23352;False;True;True;False;True;False;False;False;False;False;False
Cannoli;TbBJCgQggJqBSed4u6yPHpNJ2ew;2022-08-05;22:12:55;80.211.185.65;9001;True;True;False;True;True;False;False;False;False;False;False
DashRelay8;TbnOew02TqvrrjjE89ly0+fm93E;2022-08-05;23:09:12;178.63.97.254;443;True;True;False;True;True;False;False;False;False;False;False
ProphetNode;TciLXKkzIKtTm6Yc6aGtc8UYOtI;2022-08-06;04:12:04;62.171.135.191;9001;True;True;True;True;True;False;True;True;False;False;False
Ozymandias;TcjXEv4ERUJOGxRu/ZSjJVzi7yo;2022-08-05;21:02:48;45.77.117.103;9001;True;True;False;True;True;False;False;False;False;False;False
sweetnode;TcvJVujw0sqJ+CqFdHb1/fPN0kQ;2022-08-06;06:58:55;51.77.245.88;9060;True;True;True;True;True;False;False;True;False;False;False
diodeOnion;TdEcPxH14okdV++fffQ77htRT84;2022-08-05;18:23:49;99.149.215.67;443;True;True;True;True;True;False;False;True;False;False;False
floppydisk5;TeT5+hBDLmJMCCdawmRupWmPmmE;2022-08-05;20:02:26;185.213.175.248;9001;True;True;True;True;True;False;False;True;False;False;False
who10icebeer45;TeqiFnXzVtpELiiMkFyQqtbSTEc;2022-08-06;03:26:11;63.141.233.118;7322;True;True;False;True;True;False;False;False;False;False;False
CCCStuttgartBer;TezVYU9UqjAioGAHTsa7QxAuHTM;2022-08-05;21:02:07;185.220.101.79;9100;True;True;True;True;True;True;True;True;False;False;False
torfu2k22;TfBjWWOStd9wZJlL6cElLkml4F4;2022-08-05;23:24:09;172.106.167.6;443;True;True;False;True;True;False;False;False;False;False;False
zikonio;TgmHyjp/00VEvko6JKK1RWzUErU;2022-08-06;07:23:37;89.233.108.125;8443;True;True;True;False;True;False;False;False;False;False;False
SygmaQuit;ThLjDZasFqmtZUy3/nfpz11MW7U;2022-08-05;18:30:56;191.101.31.35;34234;True;True;True;True;True;True;False;True;False;False;False
minotor;ThUImIy5SrjbPJO3yW+tVHdB6cM;2022-08-05;20:28:55;67.165.9.74;9001;True;True;True;True;True;False;False;True;False;False;False
mortals1;Tim7cQY4V5lLzOcjU55TzDZUXsI;2022-08-06;07:09:09;45.58.156.78;443;True;True;True;True;True;False;True;False;False;False;False
MattWillNameLater;Ti99Myb7zjAFV7mv9GPMQ0qt0SA;2022-08-06;05:26:11;23.129.64.139;443;True;True;False;True;True;True;False;False;False;False;False
hBridge;TlF/RuvtE5OspgYOZMsv0W7cFXY;2022-08-05;23:58:24;136.24.227.100;9001;True;True;False;True;True;False;False;False;False;False;False
Hugin;TlM9DkLUGWiHWRHEGam6Jl76mIM;2022-08-06;00:24:17;91.211.89.43;9001;True;True;False;True;True;True;False;False;False;False;False
burnigHell;TlTtlAVjZj9K68per1QfopbHDhY;2022-08-06;05:09:04;194.118.235.140;993;True;True;True;True;True;False;False;True;False;False;False
vhult2;TmE1F7Px1BlgdcFvvVOEPtnlQgk;2022-08-05;23:52:24;5.255.100.149;443;True;True;True;True;True;False;True;False;False;False;False
nobbs;TmP+vQWbTRo4vAMl3ippSIP9DhY;2022-08-05;16:19:14;46.228.199.128;9001;True;True;False;True;True;False;False;False;False;False;False
fento;TnN7v8y+RakjzoJXfpnc/6vFv/Q;2022-08-05;20:24:00;81.17.30.48;443;True;True;True;True;True;False;True;True;False;False;False
cotto;Tov3ObXng1d27dcs+cqkAqzgAFU;2022-08-06;08:12:56;157.90.112.145;9001;True;True;True;True;True;False;True;True;False;False;False
ymkeo;Tozm9WUec0LB5+XtAx6CB4E0+w0;2022-08-06;00:11:49;185.238.129.9;9001;True;True;True;True;True;False;False;True;False;False;False
scarlet;To6K4p0SANvjFIKVxMDDzGjElUk;2022-08-06;04:06:53;172.106.200.150;443;True;True;True;True;True;False;True;False;False;False;False
makeuseofIT;TpG2ZWHuAbFlPhgD/lO1xADZZ9s;2022-08-06;01:37:29;84.172.201.2;9001;True;True;True;True;True;False;True;False;False;False;False
brwyatt2;TpeWSBwedfddV+jB/IyO0RFDMxY;2022-08-06;08:16:02;172.92.148.221;9001;True;True;True;True;True;False;True;True;False;False;False
summalummadooma;TpiqKVtxcZltGN0fahn2SrQDa0o;2022-08-05;23:06:33;213.239.213.190;443;True;True;False;True;True;False;False;False;False;False;False
Unnamed;Tp9hNpHcohrlLivkxUCfaJN2gWs;2022-08-05;20:33:02;92.118.45.169;37963;True;True;False;True;True;False;False;False;False;False;False
uKDbRBw5GFFLYfg4;TqjDUdvJux+1oErAAxS3FlIy31g;2022-08-06;08:39:52;185.38.13.37;443;True;True;True;True;True;False;True;False;False;False;False
Quintex89;Tr9FmIAADatv3a8K5RItAUkJdVk;2022-08-05;20:25:40;199.249.230.178;443;True;True;True;True;True;True;True;True;False;False;False
BasilNode1bR9;Tr+CDxAxkKZccs5CyMvBlxGCUEI;2022-08-05;22:47:45;5.255.96.245;443;True;True;False;False;True;True;False;False;False;False;False
DTFNODE13;TsDk4yNBc/nX4C7yANa3SARvkOc;2022-08-06;06:43:22;185.99.2.173;443;True;True;True;True;True;False;True;False;False;False;False
bedrock;TtM0FZUvpS25VBGh2oZmPsGxCbk;2022-08-06;06:41:31;173.255.228.134;110;True;True;True;True;True;False;False;False;False;False;False
StarAppsRomero;Tt4pdlLK3ctYw8QaOxYkD4v/hzs;2022-08-05;23:45:51;195.15.242.113;9001;True;True;True;True;True;False;True;False;False;False;False
Quintex63;TuSIrAdCvGt0e7Y3pWNc4U6Hfzk;2022-08-05;16:15:59;199.249.230.152;443;True;True;True;True;True;True;True;True;False;False;False
tazzwei;TvKPCsun24P1Ms9knbE6AML5/fI;2022-08-06;06:46:01;193.104.220.94;9001;True;True;True;True;True;False;False;True;False;False;False
Quetzalcoatl;Tv89DJ3lOc8eJ7/Fs+I7x8stQak;2022-08-05;21:51:13;107.189.10.150;443;True;True;True;True;True;True;True;False;False;False;False
jwt31142;TwFowYzK3qsS/PJNGmm8ewWV0oI;2022-08-06;06:28:34;185.245.60.35;9100;True;True;True;True;True;False;True;False;False;False;False
Binnacle;Tw235of8fArlXI8kPaiw6yf78fI;2022-08-05;20:58:31;108.53.208.157;443;True;True;True;True;True;False;True;False;False;False;False
Unnamed;Tw5dThhMQOK5qJZkAFswih3uN1Y;2022-08-05;20:31:48;51.75.143.146;9001;True;True;True;True;True;False;True;False;False;False;False
VivaLaRevolution;Tw6DGpmLZEK69Btvsz0LRF5qsjg;2022-08-06;01:17:28;51.81.57.7;443;True;True;False;True;True;False;False;False;False;False;False
CottasRelay;TzBW6dS6w47CEABjdFIhVTYw7Ms;2022-08-05;21:19:18;212.186.71.38;443;True;True;True;True;True;False;False;False;False;False;False
pingrelay;TzWz7JB3tY0IEpQjy5sYJe22/cs;2022-08-06;01:32:06;178.215.228.25;443;True;True;True;True;True;False;True;False;False;False;False
Fission03;T1ABV6v3ChqUY20minQqiyJ7i/0;2022-08-05;15:02:16;149.56.94.218;443;True;True;False;True;True;False;False;False;False;False;False
IONOSger101;T1Dv1T3ING1lyIHYMhcHWlxc48Q;2022-08-06;08:42:16;82.165.77.33;443;False;True;True;True;True;False;False;False;False;False;False
CCCStuttgartBer;T1O/mWQGt059qz3h2nmD3lUbARM;2022-08-06;06:04:19;185.220.101.80;9100;True;True;True;True;True;True;True;True;False;False;False
artikel10buc15;T1XE5qAkieTWkAVHvhwtZLfPcwo;2022-08-06;06:11:15;185.100.85.23;8443;True;True;True;True;True;True;True;True;False;False;False
Hydra10;T2jxsj/O2dF4Uv/94hY3woS88Qc;2022-08-06;01:13:51;178.17.174.68;9001;True;True;True;True;True;True;True;True;False;False;False
Sobit;T23753B1N9r7f7BHYJiRGCHp0UY;2022-08-06;04:47:10;173.70.63.172;8443;True;True;True;True;True;False;False;False;False;False;False
nodv23;T4Z/g/wbDMaWqKxF5uk6V4AJmRo;2022-08-05;18:16:35;45.62.224.21;9001;True;True;False;True;True;False;False;False;False;False;False
Ajorcel;T5W3MTZ57MAA84+HDPDPOcc4bFA;2022-08-05;18:06:37;82.64.163.188;9001;True;True;True;True;True;False;True;True;False;False;False
Aramis;T57892iQhOTI7pk+Ej4yt1NogEw;2022-08-05;21:19:51;107.189.29.207;9100;True;True;True;True;True;True;True;True;False;False;False
allcats;T6H0AfjD6DJgMeeZQEW+Z/NgM6Y;2022-08-06;01:01:33;198.96.155.9;9001;True;True;True;True;True;False;False;True;False;False;False
zhizhi;T6mP6VaNhQtnXLgouehN4uKztFw;2022-08-05;19:27:07;71.76.67.20;9003;True;True;True;True;True;False;False;False;False;False;False
mev4PLicebeer87;T7LBtuViQ0ADOFHdo1B20r5J9e4;2022-08-05;23:34:21;95.214.54.56;8187;True;True;True;True;True;True;True;True;False;False;False
skynexF;T7osbNXWTFHcCZh+qa65C+xHHo8;2022-08-06;04:19:02;78.47.43.74;9001;True;True;True;False;True;False;False;False;False;False;False
ashP;T9mgMMncmPokB2Bxy7b9hDvGLX0;2022-08-05;23:12:15;172.241.140.249;443;True;True;True;True;True;False;True;True;False;False;False
FissionEx3;T9361Rsk3au2L7WQcfTcQh52xoU;2022-08-05;19:54:21;159.69.207.20;443;True;True;True;True;True;False;True;False;False;False;False
INSRelay25at5443;T97EpSU4qpEiDQT8Je5K4sclwv4;2022-08-06;01:59:30;140.78.100.25;5443;True;True;True;True;True;False;False;False;False;False;False
Reeses3;T+MtXplh3PULPKPsLtQczLP64BU;2022-08-06;05:40:35;172.106.112.42;443;True;True;True;True;True;False;True;True;False;False;False
Cicolina;T+P9Z/LwbYrZKSF6NX9iP8fGktk;2022-08-06;04:23:54;46.229.238.172;9001;True;True;True;True;True;False;True;True;False;False;False
TORNODERELAY1;T/x0wijaMWXgJQeUly5yFhUs9RQ;2022-08-05;23:46:13;109.202.206.69;9001;True;True;True;True;True;False;True;False;False;False;False
ForMyFreedom;UAS651psm9oL/FoeiGYgTCcfHeY;2022-08-06;03:11:59;185.10.68.215;443;True;True;True;True;True;False;False;True;False;False;False
ShaiHulud;UAZDiZWqVNod+OSQNVUmIiVgGp4;2022-08-05;23:09:15;140.238.215.74;9001;True;True;False;True;True;False;False;False;False;False;False
Unnamed;UAdeSGMsQMbOrlfr2g3IUtFg6/Q;2022-08-05;20:17:44;124.168.199.213;9001;True;True;False;True;True;False;False;False;False;False;False
iSOcHTorRelay;UAjkmVSsDKBWX+ivYdYWFyEqy8c;2022-08-05;17:06:48;5.9.158.123;110;True;True;True;True;True;False;False;False;False;False;False
powertothepeople;UBP+3+1f7uH+1NEjztzkOyCr13s;2022-08-05;22:56:30;173.59.37.94;9001;True;True;True;True;True;False;True;True;False;False;False
Perseverance;UBYf9CsRuHxM3SEM+ctJCnsIjbs;2022-08-06;03:42:12;87.236.195.216;1000;False;True;False;True;True;False;False;False;False;False;False
CalyxInstitute04;UBs9vyULCUoFyl28QkrUw9RnIaI;2022-08-06;07:38:48;162.247.74.204;443;True;True;True;True;True;True;True;True;False;False;False
Quintex66;UB9cSqyr6/3GojVDN58ZsGY5aUY;2022-08-05;16:16:29;199.249.230.155;443;True;True;True;True;True;True;True;True;False;False;False
galates;UCd0ugRm066benoOoiWcxiuDmKk;2022-08-05;15:20:17;94.16.118.23;8443;True;True;True;True;True;False;True;False;False;False;False
Tororist1;UCe3kZNg8QQU/r2VrKC3i0FvX/Q;2022-08-05;15:51:38;89.58.4.228;9001;True;True;True;True;True;False;True;False;False;False;False
Shinji;UC630GpWBIx2OcxQjbppv4So0eA;2022-08-06;08:19:42;82.165.57.176;443;True;True;False;True;True;False;False;False;False;False;False
h7f35;UDEpR1iXtSFoKWJMho2RrMn+ep8;2022-08-05;16:01:00;172.93.231.251;9001;True;True;True;False;True;False;False;False;False;False;False
Sunflower;UDXrBiEIFvLKzXTR9Bo9XuKPvrI;2022-08-06;07:18:17;85.214.139.182;2022;True;True;True;True;True;False;True;False;False;False;False
