name;hash;reboot_date;reboot_time;ip;or_port;fast;running;stable;v2dir;valid;exit;guard;hsdir;badexit;staledesc;authority
HHrelay047HH;bPBY8VcxbD5kMzj88OmwggoUa0g;2022-08-05;17:02:38;66.150.66.166;443;True;True;False;True;True;False;False;False;False;False;False
charpini;bPxHtG5CqddtR7kR+3GeZTCAFO4;2022-08-05;18:45:16;89.187.143.31;443;True;True;True;True;True;True;True;True;False;False;False
SgtSnickers;bP1RnqlV6UAtz4+Qy9diSJhD+UE;2022-08-05;16:46:37;109.169.14.109;443;True;True;False;True;True;False;False;False;False;False;False
Unnamed;bQ1hDWPTNYQwjKZySE2mmf8moqM;2022-08-05;23:55:58;51.15.122.234;9001;True;True;True;True;True;False;True;False;False;False;False
as212520;bRAO4gqDAl5ABcZVlz/1nfINkhg;2022-08-06;03:31:55;185.177.206.70;443;True;True;False;True;True;False;False;False;False;False;False
LondonRelay;bThlnBf2yRTksBfPPuneNjevgSc;2022-08-06;08:04:44;46.101.85.222;443;True;True;True;True;True;False;True;False;False;False;False
AlittleFaster;bT6SMB36pOAlOBVDWq9JeF3YEg8;2022-08-06;04:43:20;217.160.54.159;9001;True;True;False;True;True;False;False;False;False;False;False
PeacLoveJoyServer;bUBveCAjayr1FU0ssnAR6Bs5bBM;2022-08-05;22:59:07;107.172.209.24;443;True;True;False;True;True;False;False;False;False;False;False
Assange026fi;bU1Rk6DikMAn/mtmcxEz9wlGoVU;2022-08-06;07:43:54;185.103.110.14;9001;True;True;True;True;True;False;True;True;False;False;False
Texas;bVyuW4xpe5XY6fT+olZ/3tyZgLc;2022-08-05;15:13:56;185.70.185.126;9001;True;True;True;True;True;False;True;True;False;False;False
mnlabrelay2;bV2kS2ZIYS2c3/i2nWQNhu+jggM;2022-08-06;04:29:29;49.12.224.203;8000;True;True;True;True;True;False;True;False;False;False;False
ForPrivacyNET;bW7CouLti/8tSDT41mnYL8Kp+o0;2022-08-05;18:05:42;185.220.101.209;443;True;True;True;True;True;False;True;True;False;False;False
WonderWoman42;bY2oG5VyAjRyxHsW4w1qiCuJa04;2022-08-05;20:25:54;194.109.192.204;1194;True;True;False;True;True;False;False;False;False;False;False
SysadmAtNbg;bZNQPhUElrsypJEvkExOLbIFJ40;2022-08-06;03:28:00;217.83.111.34;9001;True;True;True;True;True;False;False;True;False;False;False
bauruine;bZz7PtdpQpcT8vKMgTADTO5mezI;2022-08-06;08:35:08;91.243.85.168;443;True;True;True;True;True;False;True;False;False;False;False
masstor4ATL;bam5DjdKx6NQ6x0gR0uvVkn1gwM;2022-08-05;23:53:35;107.173.164.60;9001;False;True;True;False;True;False;False;False;False;False;False
scallion;bbvCWNDYJlMeVyM3CRr0epcVzQQ;2022-08-06;04:33:37;34.116.254.61;443;True;True;True;True;True;False;False;True;False;False;False
rinderwahnRelay16L;bcbNxt2pmRXrAjIHHG3SyHhKGR8;2022-08-06;02:20:07;195.123.238.164;443;True;True;True;True;True;False;True;False;False;False;False
someonesRelay;bcykSPjtx5VTzmDo4hAw6ULMw7k;2022-08-05;20:37:58;207.180.234.231;9002;True;True;True;True;True;False;True;True;False;False;False
MrNiceGuy;bc2vLL2dz98s9fphJScAm9iDe/4;2022-08-05;18:43:13;152.86.12.123;420;True;True;True;True;True;False;True;False;False;False;False
Chenjesu2;bc7YK3AdMjEggR31jTUN0mv5yyU;2022-08-05;20:25:54;54.36.205.38;9002;True;True;True;True;True;False;True;True;False;False;False
TORKeFFORG1;bf6yv7+p2+3OLeky+dFu5+BTDtE;2022-08-05;17:51:48;193.189.100.194;443;True;True;True;True;True;True;True;True;False;False;False
Onyx;bf60HATM6EaHEzjoXdWs9c+2wd0;2022-08-05;18:04:10;192.42.115.102;9004;True;True;False;True;True;False;False;False;False;False;False
ForPrivacyNET;bg3wpbfz//tF4aoHjRNvXevSKKs;2022-08-05;17:02:34;185.220.101.199;443;True;True;True;True;True;False;True;True;False;False;False
ForPrivacyNET;bhbTjFrBcOVgiBe2ZiXF808h2W4;2022-08-05;22:43:41;185.220.101.59;10059;True;True;False;True;True;True;False;False;False;False;False
bavariaboys;bhztxh83B8VJuI+5OA5KdQYh/Lg;2022-08-06;00:23:05;136.243.92.194;9001;True;True;True;True;True;False;True;True;False;False;False
LuckyBrezel;biF0uR8lDOBey7bJo3gf6zWWw3w;2022-08-05;23:21:51;217.160.242.229;443;True;True;True;True;True;False;True;False;False;False;False
Unnamed;binWB6RlUfDvTyQw0VSfM6UjoXQ;2022-08-06;01:44:24;139.99.133.189;9001;True;True;True;True;True;False;False;True;False;False;False
INSRelay21at5443;bjUIyyN01BHNQf7o7N9w2joveig;2022-08-06;08:02:30;140.78.100.21;5443;True;True;True;True;True;False;False;False;False;False;False
VenomReaper;bjUvY36dXYgs26RUcz4WkfTWhf0;2022-08-05;18:38:41;65.108.231.17;9002;True;True;True;True;True;False;True;True;False;False;False
Unnamed;bjtIITBdlvFnw5Lb5aEyQNbM4CQ;2022-08-06;08:17:12;95.216.201.161;9000;True;True;True;False;True;False;False;False;False;False;False
artikel10ber34;bj3SLPQEmfZ8ytxcAkOXdIwOY7Q;2022-08-06;06:14:30;185.220.101.17;9443;True;True;True;True;True;True;True;True;False;False;False
tirz;bkGLoKCaTdevVAgjzgJMQmgbl/U;2022-08-06;07:16:25;151.115.42.146;443;True;True;True;True;True;False;True;False;False;False;False
StrongUkraine4ever;bmZmIae9OYp/DGf180S88VnyLoA;2022-08-05;17:52:44;91.219.245.62;9001;True;True;True;True;True;False;False;True;False;False;False
UnstableDebbie;bmcy4Aw/iRK9yoDPzyPQ0mhqw4s;2022-08-05;19:32:04;149.57.205.65;9001;False;True;True;False;True;False;False;False;False;False;False
natestorrelay;bm6A9lELeCPFBWi6Qxh1VNUy2ms;2022-08-05;23:43:04;45.19.51.169;200;True;True;True;True;True;False;True;True;False;False;False
Quetzalcoatl;bnNv9LooRTgaL+5N7mzFZcWn14E;2022-08-06;03:45:02;188.68.35.136;9100;True;True;True;True;True;True;True;True;False;False;False
BraveMenkaure;bo5cqbb1Z0Fq2iHpkOd0a8IjsMA;2022-08-06;05:49:23;65.49.20.12;9001;True;True;True;True;True;False;True;False;False;False;False
Celador;bpCv5Mdk9HPQE7lDwPC3/JL2S8k;2022-08-05;17:26:01;51.79.244.79;6672;True;True;True;False;True;False;False;False;False;False;False
GirlYouHawtSauce;bqUXfBwgR7I40yCAG0so5B3Iis8;2022-08-05;23:51:21;173.205.92.66;9001;True;True;True;False;True;False;False;False;False;False;False
artikel10ber09;bqWn6owvGSw33OsqrUgdx+cuZd4;2022-08-06;06:13:21;185.220.101.5;8443;True;True;True;True;True;True;True;True;False;False;False
h2961181;btdrK57ekyyHhhobGg+S2MxtKX0;2022-08-05;23:35:33;81.169.166.81;9001;True;True;True;True;True;False;True;False;False;False;False
snousage;btwKebCD7M4NG3l7EB7YjrPtkNE;2022-08-06;08:16:05;141.95.146.50;443;True;True;False;True;True;False;False;False;False;False;False
stoertetor02;buC+AbUcZKx2LVMvUzcA+zgeIOU;2022-08-06;05:55:04;88.198.209.95;9001;True;True;True;True;True;False;True;True;False;False;False
biggie;bvVJACc73/yzrHCDxj3q9x93ciw;2022-08-05;18:50:14;41.77.137.114;443;False;True;True;True;True;True;False;False;False;False;False
CCCStuttgartBer;bvwcJRUbRXsvXlJP4bCdu0h/Ee0;2022-08-05;21:01:16;185.220.101.73;9100;True;True;True;True;True;True;True;True;False;False;False
Petibonum;bwz/Y5pp8y6UH51RU28xDghyqrc;2022-08-06;04:37:49;86.248.89.174;443;False;True;True;True;True;False;False;False;False;False;False
ByrdeFoundation;bxtKYrAp4VE5GUv+NPWleTaUtJw;2022-08-05;22:12:45;195.3.221.172;9003;True;True;True;True;True;False;True;True;False;False;False
angrycat;bxyZzmnw+g5voviaWZ3SUPvnozs;2022-08-06;05:12:16;71.202.116.65;9001;True;True;False;True;True;False;False;False;False;False;False
ohrly;bx0bgxUtYYHKwscm63VHt7m7e38;2022-08-06;03:28:38;79.225.87.22;9001;True;True;False;True;True;False;False;False;False;False;False
ripterrydavis;bySjXFbDCiMd4h5w6KDISuCSfQY;2022-08-05;23:29:05;90.178.65.63;9001;True;True;True;True;True;False;False;False;False;False;False
JonDool;bzD3qUym22Cb7O+F42JlyCCtUB0;2022-08-05;20:44:02;116.202.104.202;7193;False;True;True;True;True;False;False;False;False;False;False
badc0ded;b0LW9REjwJiGRkqVn38E1a1JTpY;2022-08-06;03:29:41;202.87.163.71;9001;True;True;False;True;True;False;False;False;False;False;False
prsv;b0ddorgdtqeQKJE2so4jupToSyM;2022-08-05;19:09:05;185.241.208.232;9100;True;True;True;True;True;False;True;False;False;False;False
CalyxInstitute06;b06f0A1CUdmL6W+xqlRv40Z2qVs;2022-08-06;05:15:20;162.247.74.206;443;True;True;True;True;True;True;True;True;False;False;False
y8Z5zJT2Fadx8m;b1q7xFXNAfSB0vNszRpgz/6x7V8;2022-08-05;19:54:22;91.208.206.136;443;True;True;True;False;True;False;False;False;False;False;False
brotherjacob;b2WG8WMcrBEVuVYWVudmTThrf0s;2022-08-06;05:40:21;46.4.55.177;1723;True;True;True;True;True;False;False;True;False;False;False
DTFNODE75;b3KYcYfrSCI5lb76chdVkyZg0Nc;2022-08-06;03:53:59;37.221.67.54;443;True;True;True;True;True;False;True;False;False;False;False
Demonsys;b3V0R+TydVHlkjPQ7Adtcnv+Wiw;2022-08-05;22:51:55;39.109.204.194;33701;True;True;True;True;True;False;True;False;False;False;False
yescator;b3lefS56kZeXushqNvtdUTHpFtQ;2022-08-05;17:27:50;164.138.100.98;9849;True;True;False;True;True;False;False;False;False;False;False
Unnamed;b3ykunKJoCRN9K7jZPcDYYCw8EM;2022-08-05;20:03:49;51.195.138.253;9001;True;True;True;True;True;False;False;True;False;False;False
sunandfun01;b5XmxRi9CepJoxAlp7Ef2FT6ap4;2022-08-05;15:52:57;94.46.171.151;9001;True;True;True;True;True;False;True;True;False;False;False
rAAzrelay;b6lrBkEeUM3Dv5VWW8WLERu65+M;2022-08-06;04:29:57;178.149.62.53;9001;True;True;False;True;True;False;False;False;False;False;False
tor2028relay;b7RNWwkqQrWQ31/DTGxmZShb5d0;2022-08-06;07:01:20;23.184.48.72;9003;True;True;True;False;True;True;False;False;False;False;False
SmallTownHostingTOR;b7aWCCYnhDlJqAjOw4kD24GQ+BE;2022-08-05;15:34:30;12.208.119.235;1500;True;True;True;True;True;False;True;False;False;False;False
CCCStuttgartBer;b71+trjqJ29ZlC/fi/oET8DyRJI;2022-08-06;06:01:45;185.220.101.81;9100;True;True;True;True;True;True;True;True;False;False;False
jubei;b8jTsVIFSQZBfLHuBkImV0fH9ok;2022-08-05;17:20:39;72.83.64.189;9001;True;True;True;True;True;False;True;True;False;False;False
Quetzalcoatl;b8pc5h9UXRgs1GM3NUdKmoFMbkw;2022-08-05;15:45:01;185.228.138.240;9100;True;True;True;True;True;True;True;True;False;False;False
atlantis;b/RA37HQaXuUI1fXR5AMwwjdV8w;2022-08-06;07:36:06;85.25.43.31;443;True;True;True;True;True;False;True;False;False;False;False
ForPrivacyNET;cAZWVw33PE/EBZ/vL33giych5Ak;2022-08-05;22:44:15;185.220.101.48;10048;True;True;False;True;True;True;False;False;False;False;False
OatMeal99;cAkOn4X74ATuv1hGH9bt1b+KUj4;2022-08-05;20:28:37;80.66.135.13;9001;True;True;True;True;True;False;True;True;False;False;False
StormyCloud;cBoK/GDZjQOGNgMKUXFF+nbjQg8;2022-08-06;03:15:50;23.128.248.31;443;True;True;True;True;True;True;True;True;False;False;False
FreedomOfSpeech;cDJmYwCjjtYk2US/gdzLFZFFtwA;2022-08-06;02:39:12;185.194.142.73;443;True;True;False;True;True;False;False;False;False;False;False
Unnamed;cDOMDle9gQlAGnORn0GemICR35U;2022-08-05;18:49:51;188.151.237.158;443;False;True;True;True;True;False;False;False;False;False;False
CCCSuttgartBuc;cEAf/TJD9Nt1ZcGNrvslK52dIeU;2022-08-06;04:14:54;185.100.87.129;9001;True;True;True;False;True;True;False;False;False;False;False
SaruTorUmidanuki;cEDB9XKHRsX7XhKEUQGibuhjbX4;2022-08-05;23:29:35;144.217.90.187;9001;True;True;True;True;True;False;True;False;False;False;False
L29Ah;cESVWk17BM9wAR1ztGexPOXmnUE;2022-08-05;19:51:07;94.242.59.47;443;True;True;False;True;True;False;False;False;False;False;False
HazCookiez;cF6yjNQ3EgcdhY5L70UzzAJ4VtM;2022-08-05;20:06:06;170.133.2.74;9001;True;True;True;True;True;False;False;True;False;False;False
rofltor04;cGp2dKIXupBf5nfoIja3uWiiPbc;2022-08-05;19:26:12;83.136.107.114;9001;True;True;True;True;True;False;True;True;False;False;False
SSA8MyBZYXduYm94;cGse2a9cyskK1IiuJpGzWPpZjLs;2022-08-06;07:23:14;23.129.64.142;443;True;True;False;True;True;True;False;False;False;False;False
Quintex60;cHAZnvYLWxrk6i77SIH5+Qtvqe8;2022-08-05;16:15:34;199.249.230.149;443;True;True;True;True;True;True;True;True;False;False;False
xcn2;cHJS1sJLraGl9rlHwzMNuyVhzDw;2022-08-05;17:51:37;103.158.223.131;9001;True;True;True;True;True;False;True;False;False;False;False
fourwinds01;cHNZ66X0VY1TOrJnOlk+kzhczMA;2022-08-05;20:36:43;94.16.116.81;9001;True;True;True;False;True;True;False;False;False;False;False
hopetohelpdoods;cHQPHxYgVXvFTH4PyZS0NG7tziY;2022-08-05;17:04:51;24.99.81.29;9074;True;True;False;True;True;False;False;False;False;False;False
steigerwald;cIBfFVHoQMc3a4c+WsbzAymT54E;2022-08-06;01:19:13;85.212.124.120;9001;False;True;False;True;True;False;False;False;False;False;False
INSRelay15at8443;cIgrEWxzvjIwNtgkMVoFDueWxEU;2022-08-06;01:58:52;140.78.100.15;8443;False;True;True;True;True;False;False;False;False;False;False
PrivacyIsFreedom;cJ1f583SNWPFkwH7sBPh46Xs3ss;2022-08-05;17:16:03;45.76.24.29;22;True;True;False;False;True;False;False;False;False;False;False
StormyCloud;cKZECx5ti2lcHGEeKTvM3P5q39M;2022-08-06;03:16:15;23.128.248.10;443;True;True;True;True;True;True;True;True;False;False;False
CalyxInstitute21;cKygfZJ2J3uC6QnBQ54ZzKL7Fsw;2022-08-06;05:15:36;185.220.103.9;443;True;True;True;True;True;True;True;True;False;False;False
INSRelay26at5443;cLLYO/ypUC436vSdxoUWZxjq3v4;2022-08-06;01:59:21;140.78.100.26;5443;True;True;True;True;True;False;False;False;False;False;False
psychopomp1;cLUeiFdgHh25AGuXRkLWz+goFYY;2022-08-05;18:45:23;185.220.103.117;443;True;True;True;True;True;True;True;True;False;False;False
myrelay1;cLVHM2xqxK3WdOrOtLnMqMAsBPE;2022-08-06;04:02:19;184.183.68.185;443;True;True;True;True;True;False;False;False;False;False;False
secureprivacy;cLg8wC1O+3lT65ugay/oJZHLGig;2022-08-05;21:10:03;5.255.100.26;9001;True;True;True;False;True;False;False;False;False;False;False
Quetzalcoatl;cMFpqra06CyP4OzivvtKf6tGCho;2022-08-06;06:51:40;88.208.225.209;9000;True;True;True;True;True;True;True;True;False;False;False
NoWarinUkraineNow4;cMIgRXShtCTwB5OM8EpmYhbhs90;2022-08-05;22:18:44;147.135.211.10;443;True;True;True;True;True;False;True;False;False;False;False
cdn4ukraine;cOOfeqGoO3pdO207fmqk8dJuI0o;2022-08-05;18:46:03;198.98.49.224;9098;True;True;True;True;True;True;True;True;False;False;False
gondor;cOTBD8UKH9E3TcJywzpD9KqPDyI;2022-08-05;21:08:15;205.185.113.85;443;True;True;False;True;True;False;False;False;False;False;False
bauruine;cPlhNQpBTwhqo6dnMlcTyGyTO0s;2022-08-06;05:27:06;188.93.233.196;443;True;True;True;True;True;False;True;False;False;False;False
hviv122;cQJrmZ4V7MC8yla5cuIQzKdq2Wo;2022-08-05;19:25:29;192.42.116.22;443;True;True;True;True;True;True;True;True;False;False;False
DataIdeas;cSkVDn/ILtkm2sZsHd6lHEMaBUY;2022-08-05;15:29:07;23.128.248.208;443;True;True;True;True;True;True;False;True;False;False;False
hamburgo;cSsKrbG3jVQBF8BViqK7Iq6gP7I;2022-08-06;01:18:08;95.112.120.108;9001;True;True;False;True;True;False;False;False;False;False;False
vps603203;cUGLailM3EjpqdsNqZ4Xi1Wv90o;2022-08-05;17:07:11;51.75.125.241;9991;True;True;True;True;True;False;False;True;False;False;False
orangeneis;cU1+2c0rwe4+35xqMWD9rmCKpbQ;2022-08-05;20:56:04;89.182.25.196;443;True;True;False;True;True;False;False;False;False;False;False
Fission05;cVOdGRHsuCYGmk0VZ3GsT59GMqc;2022-08-05;18:43:49;37.59.76.252;443;True;True;False;True;True;False;False;False;False;False;False
TeivosRelay;cVTq/eEBH69AR3Id7WscsIgOTDk;2022-08-06;06:45:45;2.87.84.243;9001;True;True;False;True;True;False;False;False;False;False;False
Tordel2;cVWQoeFlS4l8bqx2mcyafKnvAKs;2022-08-06;03:24:50;5.181.134.99;443;True;True;False;True;True;False;False;False;False;False;False
X1;cWSfk7RJVigdvQMS6IEvV3yPRzo;2022-08-06;01:17:58;146.59.157.206;9001;True;True;True;True;True;False;False;False;False;False;False
winterwonderland44;cWhTHGntZRoS0gsqwr1hwbx/XMA;2022-08-06;06:43:21;141.39.250.245;9010;True;True;True;True;True;False;True;True;False;False;False
Unnamed;cXP96R/6JBXd2W/bXDGEBbKHu0E;2022-08-05;15:06:45;218.110.46.52;9001;False;True;False;True;True;False;False;False;False;False;False
F3Netze;cZ/Q+jJ/PMvNoNTqdMFeoRAziUI;2022-08-06;01:34:23;185.220.100.252;9000;True;True;False;True;True;True;False;False;False;False;False
memspike;caP0QZOS/etz3lkEXtRfIUIGnvg;2022-08-05;19:35:14;85.121.244.100;443;False;True;False;True;True;True;False;False;False;False;False
Torontot;ccLSwkvEVHx64YdEgoGbU1ll8jY;2022-08-05;19:02:31;54.37.180.95;443;True;True;True;True;True;False;True;True;False;False;False
Unnamed;cckkp3L2lFH+l/5akCXe3e89tmQ;2022-08-06;05:06:53;24.49.67.120;9001;True;True;True;True;True;False;True;True;False;False;False
nodebyCyper;ccoKjDQ1v0jR+5ZCQO/AeWNtvl0;2022-08-05;15:33:50;78.46.162.123;9001;False;True;True;True;True;False;False;False;False;False;False
KFCCrazyThursday;cdJSgohbmkO5IFJhi5GSuECCDQU;2022-08-06;00:46:49;144.202.113.49;443;True;True;False;False;True;False;False;False;False;False;False
nodv06;ceipZz3Gi9P3Xt2T6Y8ADq0qplE;2022-08-06;04:21:05;162.248.163.68;9001;True;True;True;True;True;False;True;False;False;False;False
marko;cezBfuutu6dbH6Pb3cbvXPRPKDk;2022-08-05;18:49:33;213.157.244.223;8201;True;True;True;True;True;False;True;True;False;False;False
Love4Ukraine;cfnZaEjURVL3O8ShxdWXUbbQdGw;2022-08-06;04:34:36;144.172.73.66;1984;True;True;True;True;True;True;False;False;False;False;False
MrMojoRyzen;cf0mlaBhtlhvzEzDP9QRPQHzALE;2022-08-05;15:12:48;141.126.229.32;9001;True;True;False;True;True;False;False;False;False;False;False
Sassafras;cgNcZpnpY6oCTzfH4oJtfrTNpNk;2022-08-06;07:44:51;178.128.233.48;443;True;True;True;False;True;False;False;False;False;False;False
slotor02;cgq+RVTFXub2CZSRylXR9VUFEsU;2022-08-05;17:24:15;135.125.202.252;9001;True;True;True;True;True;False;True;False;False;False;False
as212520;cholFli6IkDu0RDAeDNKst9sMJw;2022-08-05;23:54:34;185.177.206.69;443;True;True;True;True;True;False;True;True;False;False;False
5bd84798b7;ciA7P0KQFzPsUCR5udmo1RNp1DM;2022-08-06;04:23:52;94.16.107.36;9001;False;True;True;True;True;False;False;False;False;False;False
giesskanne;cicOtY7evnJ6op5nQXYo286In64;2022-08-06;00:54:50;95.216.146.117;9001;True;True;True;True;True;False;True;True;False;False;False
perseus;cituO3rSrlB6huWanzgLNXD0Z88;2022-08-05;23:05:22;195.154.232.133;9001;True;True;True;True;True;False;False;True;False;False;False
BM14;cjjquR4QULbGvt38/XokQIabEUo;2022-08-05;18:32:20;185.239.222.253;443;True;True;True;True;True;False;True;False;False;False;False
BraveTeotihuacan;cj4h/W+RkF6E5YPUYZotHigrgYA;2022-08-06;05:49:33;65.49.20.12;443;True;True;False;True;True;False;False;False;False;False;False
cakeallergy;ckqWIbDqtpNZ+d7PXaQ31VXW180;2022-08-06;02:54:49;45.35.33.218;443;True;True;True;True;True;False;True;False;False;False;False
VoxBox;ck/g2b0HN/510epX+EoWNXnhdls;2022-08-05;20:23:28;104.244.78.6;443;True;True;True;True;True;True;False;False;False;False;False
gamblo;clCFLO3bp+Bl7zICiC9HFzGEZdQ;2022-08-06;03:10:48;5.255.99.124;9001;True;True;True;False;True;True;False;False;False;False;False
ANormalDay;clvbOHUquGzJ8gSsmFfCkwa74tY;2022-08-05;23:56:29;81.90.180.161;443;True;True;True;True;True;False;False;False;False;False;False
Piratenpartei05;cmCUlFnC1NSlq8OsEMGtaTnmUlw;2022-08-06;04:01:39;188.68.36.28;9001;True;True;True;True;True;False;True;False;False;False;False
bornhack2;cmFMFsV41nMqnZB5oJBegVm8ROQ;2022-08-05;17:01:35;95.216.212.222;19001;True;True;True;True;True;False;False;True;False;False;False
baronCV3;cmUHXWIFHYElZhMJBiuSrhNrshY;2022-08-06;02:30:46;212.38.189.186;9001;True;True;False;True;True;False;False;False;False;False;False
snowflakeconsumer2;cmZah3fNFG1pyM+bfBeyyGenGyg;2022-08-06;02:14:34;94.189.197.165;443;True;True;False;True;True;False;False;False;False;False;False
mamba;cms6erGVQ+dIMcusqYHOGM3WonI;2022-08-06;03:55:51;45.95.235.197;443;True;True;True;True;True;False;True;True;False;False;False
skathi0;coVQaS7I/+avbq57hvCSDpSW6Jw;2022-08-06;01:46:13;81.169.141.98;9090;True;True;True;True;True;False;True;False;False;False;False
pembs3;cooH8BQqxbL4c9NtWQhNudyDq24;2022-08-05;23:08:14;195.177.252.5;443;True;True;True;True;True;False;True;False;False;False;False
CanisLatrans;co+X1byxMWmIFNjHE8IiDG5yZ94;2022-08-05;21:07:25;135.148.100.90;443;True;True;True;True;True;False;True;True;False;False;False
OBSDRelay;cpbAUXYapzx9+Mp0yhTvRuu+vXw;2022-08-06;04:27:38;95.179.191.4;9001;False;True;False;True;True;False;False;False;False;False;False
YsslRelay;cprtCapGAavb+CrAmQQoGnaIdEA;2022-08-06;02:21:26;141.95.55.160;4502;True;True;True;True;True;False;True;False;False;False;False
zai3Pheevoa4oiWooz1;cp2qCfHiJduq8vQvPIL9O7561d4;2022-08-05;19:02:33;185.183.194.48;9001;True;True;True;True;True;False;False;True;False;False;False
absturztaubetor;cqM+N03lrR5hc5SJbw/YsJLT58Q;2022-08-05;23:26:44;81.201.202.126;9001;True;True;True;True;True;False;True;True;False;False;False
Quetzalcoatl;cqpM+JFokzLZRzpOAUD4PbIhBUg;2022-08-06;03:31:41;144.172.118.139;9100;True;True;True;True;True;True;True;True;False;False;False
artikel10ber70;cqt8lhzSruuUlHTK+I31IhVG0r8;2022-08-06;06:12:30;185.220.101.226;9443;True;True;True;True;True;False;True;True;False;False;False
freedomRelay;csS/FHGnasZRSEOvWkTb4ntNRwM;2022-08-05;21:37:04;78.47.153.136;4433;False;True;True;True;True;False;False;False;False;False;False
relayon0185;cs3neT8ClSNQlIRDmjWgWBAwHQ4;2022-08-06;07:08:36;185.220.101.185;10185;True;True;False;True;True;True;False;False;False;False;False
jwt29963;cs8v4Vb4Y3ohrLfRY6mjldDAIEM;2022-08-06;00:25:46;185.245.60.9;9100;True;True;False;True;True;False;False;False;False;False;False
PeskyBaboon;cu6OzGTSGIPnvjOnPCHfuMG+IDQ;2022-08-05;15:26:58;73.236.72.143;9001;True;True;True;True;True;False;True;False;False;False;False
huselRelay;cv2U+jXTLib9mGdxf1deiDrZ5as;2022-08-05;18:25:16;178.10.54.18;9382;True;True;False;True;True;False;False;False;False;False;False
ByeByeBlackbird;cyCK5boVJRKrjXrZLgvx4PQgSjk;2022-08-06;04:54:36;76.103.212.175;443;True;True;False;True;True;False;False;False;False;False;False
F3Netze;cyeHauecmX3+MRp7FbT6h1c2u9E;2022-08-06;01:35:08;185.220.100.255;9100;True;True;False;True;True;True;False;False;False;False;False
rinderwahnRelay29L;cyg8TevAHT5KX9G7HytQ2Sc3n1k;2022-08-05;19:02:07;217.160.56.88;443;True;True;True;True;True;False;True;False;False;False;False
MoldEraTor;czKgawDWr1SqgE8DxiTfu8nmYXI;2022-08-06;05:31:32;178.17.173.26;9001;True;True;True;True;True;False;True;False;False;False;False
DeepGreenResistanc2;c07d8K+yjJHOh1EcfwgI5IO1oZI;2022-08-06;03:33:54;185.213.175.236;9001;True;True;True;True;True;False;True;False;False;False;False
elShadyPI;c1dUtQbuHOhx5s/bItvxaxY0phw;2022-08-05;23:23:29;87.106.126.195;33214;True;True;False;True;True;False;False;False;False;False;False
bauruine;c2J3DLpbVMMSPPskPYIXUx4voDY;2022-08-06;01:32:57;185.229.90.81;8443;True;True;True;True;True;False;True;False;False;False;False
artikel10ber37;c2KL7jRuUMOmDs/zCjXURS0dB0o;2022-08-06;06:13:14;185.220.101.19;8443;True;True;True;True;True;True;True;True;False;False;False
HYS2;c2TvsVf8qAnEa0GmHY5qQ3GLioU;2022-08-06;03:13:47;179.43.160.164;9001;True;True;True;True;True;False;False;True;False;False;False
Quetzalcoatl;c4Vhku4h3/w39pUYYfsZWWeaVVg;2022-08-05;14:56:24;37.120.185.177;9000;True;True;True;True;True;True;True;True;False;False;False
snowball;c5LjMzE1W9xvWvJfwmjOapFr5GM;2022-08-05;19:09:41;80.241.213.155;9001;True;True;True;True;True;False;True;True;False;False;False
Belgarath4TOR2;c5uMurThLHLjlZDmj9cGzlYyfBQ;2022-08-05;19:23:16;213.65.114.38;63456;True;True;True;True;True;False;True;False;False;False;False
cinnamon;c557+5fYgNc2T/nhhJzvBk0lRzI;2022-08-05;23:26:19;74.110.161.63;443;True;True;True;True;True;False;True;False;False;False;False
oneDEicebeer01;c6CM60miE/xz/9lziWOEh9Txu3E;2022-08-05;23:07:08;89.163.224.65;3092;True;True;False;True;True;False;False;False;False;False;False
WildRumpus;c6Mr4AG1CFww3r3Qaycouwq2Q2o;2022-08-05;21:08:27;51.81.93.39;443;True;True;True;True;True;False;True;True;False;False;False
Freebird33;c6WoFoi9U2v7q+GGMPW9YwbJrI4;2022-08-06;05:32:49;5.44.101.190;443;True;True;False;True;True;False;False;False;False;False;False
torcow;c6YrWQzE8pDQaPogoS1kCKDYtgw;2022-08-05;17:37:47;174.89.239.21;9101;True;True;True;True;True;False;False;False;False;False;False
HeliosTor;c7YVE1wW5Q5WaCb2RD7Ia3BEoPY;2022-08-06;08:15:29;137.63.71.51;29001;True;True;True;True;True;True;True;True;False;False;False
rspn1;c88VmN4BekJOGRnN8E+f7EhvWIM;2022-08-05;19:09:01;65.21.180.151;443;True;True;True;True;True;False;True;True;False;False;False
cyrexlinuz;c9Xpw8haNus8Gmojwv8Av3/gNEY;2022-08-05;16:34:51;91.151.93.46;9001;True;True;True;True;True;False;True;True;False;False;False
n4lksask972137tor;c+ilWxWP51Cq9xG0AtNwLj/Dle4;2022-08-06;05:03:26;62.168.3.212;9999;True;True;True;True;True;False;False;True;False;False;False
INSRelay29at8443;c/NM3FklhMBRmYjkQ+b9+6cseQs;2022-08-06;01:59:01;140.78.100.29;8443;True;True;True;True;True;False;False;True;False;False;False
pkswitchtorronto;c/a/ReFMcsR7iz01aPb/GVuWehU;2022-08-06;00:00:16;159.203.27.5;2568;False;True;True;True;True;False;False;False;False;False;False
kbeb6vqsa93r;dAbZZyL7/h2bGrQyu71wXYHKdzg;2022-08-06;04:12:55;77.8.97.207;9001;True;True;False;True;True;False;False;False;False;False;False
